,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
8465,32.275,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3987,3753,0,1,136,1,1,1,0,1,7,,,,0,0,1,1,0,488865,3,3,15,13,202,957,304,193,30450103,3,193,16,,8465
8466,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3987,3753,0,1,136,1,1,1,0,1,7,,,,0,0,1,1,0,488865,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8466
8467,32.275,2.661003089,304506,3,304,3045,51,15,14360,16966,0,95,3983,3332,109,1,640,255,92,117,7,4,7,,,,0,0,1,1,0,490720,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8467
8468,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3983,3332,109,1,640,255,92,117,7,4,7,,,,0,0,1,1,0,490720,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8468
8469,32.275,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3983,3332,109,1,640,255,92,117,7,4,7,,,,0,0,1,1,0,490720,3,3,15,13,202,957,304,193,30450103,3,193,16,,8469
8470,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3983,3332,109,1,640,255,92,117,7,4,7,,,,0,0,1,1,0,490720,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8470
8471,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3524,4297,0,1,489,1,1,1,6,1,7,,,,0,0,1,1,0,504340,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8471
8472,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3524,4297,0,1,489,1,1,1,6,1,7,,,,0,0,1,1,0,504340,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8472
8473,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3524,4297,0,1,489,1,1,1,6,1,7,,,,0,0,1,1,0,504340,3,3,9,66,255,894,304,246,30420403,3,246,16,,8473
8474,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3552,4283,0,1,489,1,1,1,0,1,7,,,,0,0,1,1,0,504643,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8474
8475,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3552,4283,0,1,489,1,1,1,0,1,7,,,,0,0,1,1,0,504643,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8475
8476,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3520,4288,0,1,168,1,1,1,0,1,7,,,,0,0,1,1,0,504676,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8476
8477,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3520,4288,0,1,168,1,1,1,0,1,7,,,,0,0,1,1,0,504676,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8477
8478,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3520,4288,0,1,168,1,1,1,0,1,7,,,,0,0,1,1,0,504676,3,3,9,66,255,894,304,246,30420403,3,246,16,,8478
8479,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3519,4284,0,1,377,1,1,1,0,1,7,,,,0,0,1,1,0,504699,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8479
8480,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3519,4284,0,1,377,1,1,1,0,1,7,,,,0,0,1,1,0,504699,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8480
8481,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3519,4284,0,1,377,1,1,1,0,1,7,,,,0,0,1,1,0,504699,3,3,9,66,255,894,304,246,30420403,3,246,16,,8481
8482,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3548,4057,0,1,916,1,1,1,8,1,7,,,,0,0,1,1,0,504811,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8482
8483,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3548,4057,0,1,916,1,1,1,8,1,7,,,,0,0,1,1,0,504811,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8483
8484,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3550,4061,0,1,407,1,1,1,8,1,7,,,,0,0,1,1,0,504886,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8484
8485,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3550,4061,0,1,407,1,1,1,8,1,7,,,,0,0,1,1,0,504886,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8485
8486,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3518,4282,0,1,168,1,1,1,0,1,7,,,,0,0,1,1,0,504939,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8486
8487,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3518,4282,0,1,168,1,1,1,0,1,7,,,,0,0,1,1,0,504939,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8487
8488,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3482,4046,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505007,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8488
8489,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3482,4046,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505007,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8489
8490,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3517,3076,837,1,168,977,3,110,5,4,7,,,,0,0,1,1,0,505050,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8490
8491,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3517,3076,837,1,168,977,3,110,5,4,7,,,,0,0,1,1,0,505050,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8491
8492,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3478,4039,0,1,87,1,1,1,4,1,7,,,,0,0,1,1,0,505058,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8492
8493,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3478,4039,0,1,87,1,1,1,4,1,7,,,,0,0,1,1,0,505058,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8493
8494,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3484,4053,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505069,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8494
8495,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3484,4053,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505069,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8495
8496,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3486,4055,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505155,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8496
8497,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3486,4055,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505155,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8497
8498,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3547,4056,0,1,293,1,1,1,8,1,7,,,,0,0,1,1,0,505158,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8498
8499,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3547,4056,0,1,293,1,1,1,8,1,7,,,,0,0,1,1,0,505158,3,3,9,33,254,898,304,245,30420304,3,245,3.5,,8499
8500,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3472,4024,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505161,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8500
8501,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3472,4024,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505161,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8501
8502,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3521,4289,0,1,489,1,1,1,0,1,7,,,,0,0,1,1,0,505226,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8502
8503,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3521,4289,0,1,489,1,1,1,0,1,7,,,,0,0,1,1,0,505226,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8503
8504,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3485,4054,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505230,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8504
8505,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3485,4054,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505230,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8505
8506,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3474,4026,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505251,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8506
8507,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3474,4026,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505251,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8507
8508,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3473,4025,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505261,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8508
8509,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3473,4025,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505261,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8509
8510,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3477,4038,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505277,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8510
8511,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3477,4038,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,505277,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8511
8512,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3522,4295,0,1,168,1,1,1,6,1,7,,,,0,0,1,1,0,505338,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8512
8513,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3522,4295,0,1,168,1,1,1,6,1,7,,,,0,0,1,1,0,505338,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8513
8514,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3523,4296,0,1,168,1,1,1,6,1,7,,,,0,0,1,1,0,505354,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8514
8515,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3523,4296,0,1,168,1,1,1,6,1,7,,,,0,0,1,1,0,505354,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8515
8516,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3453,4294,0,1,823,1,1,1,6,1,7,,,,0,0,1,1,0,505458,3,3,9,66,261,885,304,252,30420404,3,252,3.5,,8516
8517,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3453,4294,0,1,823,1,1,1,6,1,7,,,,0,0,1,1,0,505458,3,3,9,66,261,885,304,252,30420404,3,252,3.5,,8517
8518,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3525,4302,0,1,217,1,1,1,8,1,7,,,,0,0,1,1,0,505616,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8518
8519,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3525,4302,0,1,217,1,1,1,8,1,7,,,,0,0,1,1,0,505616,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8519
8520,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3462,4059,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505684,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8520
8521,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3462,4059,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505684,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8521
8522,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3462,4059,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505684,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8522
8523,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3461,4058,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505756,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8523
8524,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3461,4058,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505756,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8524
8525,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3461,4058,0,1,743,1,1,1,8,1,7,,,,0,0,1,1,0,505756,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8525
8526,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,2991,3742,0,1,877,1,1,1,8,1,7,,,,0,0,1,1,0,509512,3,3,9,12,34,846,304,32,30420101,3,32,3.5,,8526
8527,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,2991,3742,0,1,877,1,1,1,8,1,7,,,,0,0,1,1,0,509512,3,3,9,12,34,846,304,32,30420101,3,32,3.5,,8527
8528,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3483,4052,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505798,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8528
8529,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3483,4052,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505798,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8529
8530,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3483,4052,0,1,87,1,1,1,8,1,7,,,,0,0,1,1,0,505798,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8530
8531,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3480,4044,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505813,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8531
8532,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3480,4044,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505813,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8532
8533,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3480,4044,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505813,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8533
8534,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3481,4045,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505896,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8534
8535,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3481,4045,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505896,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8535
8536,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3481,4045,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505896,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8536
8537,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3479,4040,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505932,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8537
8538,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3479,4040,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505932,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8538
8539,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3479,4040,0,1,87,1,1,1,6,1,7,,,,0,0,1,1,0,505932,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8539
8540,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3246,3728,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506074,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8540
8541,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3246,3728,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506074,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8541
8542,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3244,3721,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506113,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8542
8543,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3244,3721,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506113,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8543
8544,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3244,3721,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506113,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8544
8545,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3475,4027,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506115,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8545
8546,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3475,4027,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506115,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8546
8547,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3475,4027,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506115,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8547
8548,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3457,4022,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506146,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8548
8549,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3457,4022,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506146,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8549
8550,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3457,4022,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506146,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8550
8551,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3247,3729,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506188,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8551
8552,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3247,3729,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506188,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8552
8553,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3460,4032,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506216,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8553
8554,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3460,4032,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506216,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8554
8555,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3460,4032,0,1,87,1,1,1,0,1,7,,,,0,0,1,1,0,506216,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8555
8556,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3476,4031,0,1,849,1,1,1,0,1,7,,,,0,0,1,1,0,506305,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8556
8557,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3476,4031,0,1,849,1,1,1,0,1,7,,,,0,0,1,1,0,506305,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8557
8558,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3476,4031,0,1,849,1,1,1,0,1,7,,,,0,0,1,1,0,506305,3,3,9,33,75,890,304,70,30420301,3,70,3.5,,8558
8559,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3458,4023,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506351,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8559
8560,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3458,4023,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506351,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8560
8561,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3458,4023,0,1,293,1,1,1,0,1,7,,,,0,0,1,1,0,506351,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8561
8562,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3459,4028,0,1,840,1,1,1,0,1,7,,,,0,0,1,1,0,506440,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8562
8563,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3459,4028,0,1,840,1,1,1,0,1,7,,,,0,0,1,1,0,506440,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8563
8564,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3459,4028,0,1,840,1,1,1,0,1,7,,,,0,0,1,1,0,506440,3,3,9,33,113,887,304,107,30420302,3,107,3.5,,8564
8565,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3248,3730,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506460,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8565
8566,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3248,3730,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506460,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8566
8567,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3243,2906,47,1,337,343,46,88,2,4,1,,,,0,0,1,1,0,506543,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8567
8568,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3243,2906,47,1,337,343,46,88,2,4,1,,,,0,0,1,1,0,506543,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8568
8569,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3243,2906,47,1,337,343,46,88,2,4,1,,,,0,0,1,1,0,506543,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8569
8570,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3245,3726,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506573,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8570
8571,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3245,3726,0,1,580,1,1,1,0,1,7,,,,0,0,1,1,0,506573,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8571
8572,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3249,3738,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506573,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8572
8573,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3249,3738,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506573,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8573
8574,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3249,3738,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506573,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8574
8575,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,3250,3739,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506587,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8575
8576,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3250,3739,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506587,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8576
8577,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,3250,3739,0,1,865,1,1,1,0,1,7,,,,0,0,1,1,0,506587,3,3,9,12,69,874,304,65,30420102,3,65,3.5,,8577
8578,32.275,2.761003089,304203,3,304,3042,35,9,0,0,1,0,2989,3725,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,507316,3,3,9,12,34,846,304,32,30420101,3,32,3.5,,8578
8579,32.275,2.811003089,304201,3,304,3042,13,9,0,0,1,0,2989,3725,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,507316,3,3,9,12,34,846,304,32,30420101,3,32,3.5,,8579
8580,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3387,3876,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501154,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8580
8581,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3387,3876,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501154,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8581
8582,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3387,3876,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501154,3,3,15,21,104,879,304,99,30450205,3,99,16,,8582
8583,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3387,3876,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501154,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8583
8584,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3389,3885,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,501200,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8584
8585,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3389,3885,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,501200,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8585
8586,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3389,3885,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,501200,3,3,15,21,104,879,304,99,30450205,3,99,16,,8586
8587,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3389,3885,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,501200,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8587
8588,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3385,3874,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501207,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8588
8589,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3385,3874,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501207,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8589
8590,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3385,3874,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501207,3,3,15,21,104,879,304,99,30450205,3,99,16,,8590
8591,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3385,3874,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501207,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8591
